date,snow_depth_water_equivalent_mean,surface_net_solar_radiation_mean,surface_net_thermal_radiation_mean,surface_pressure_mean,temperature_2m_mean,dewpoint_temperature_2m_mean,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean,snow_depth_water_equivalent_min,surface_net_solar_radiation_min,surface_net_thermal_radiation_min,surface_pressure_min,temperature_2m_min,dewpoint_temperature_2m_min,u_component_of_wind_10m_min,v_component_of_wind_10m_min,volumetric_soil_water_layer_1_min,volumetric_soil_water_layer_2_min,volumetric_soil_water_layer_3_min,volumetric_soil_water_layer_4_min,snow_depth_water_equivalent_max,surface_net_solar_radiation_max,surface_net_thermal_radiation_max,surface_pressure_max,temperature_2m_max,dewpoint_temperature_2m_max,u_component_of_wind_10m_max,v_component_of_wind_10m_max,volumetric_soil_water_layer_1_max,volumetric_soil_water_layer_2_max,volumetric_soil_water_layer_3_max,volumetric_soil_water_layer_4_max,total_precipitation_sum,potential_evaporation_sum,streamflow
2012-05-09,0.0,66.05,-17.97,99.95,12.17,10.41,1.1,3.13,0.46,0.45,0.46,0.41,0.0,0.0,-46.38,99.77,8.85,8.31,-1.29,0.24,0.45,0.45,0.46,0.41,0.0,222.37,-5.66,100.1,15.27,12.37,2.84,5.77,0.47,0.46,0.46,0.41,4.6,1.71,0.38
2012-05-10,0.0,69.61,-6.51,99.99,14.67,13.37,3.09,6.05,0.46,0.46,0.46,0.41,0.0,0.0,-15.63,99.76,13.35,12.17,-0.49,4.76,0.42,0.46,0.46,0.41,0.0,282.4,-0.26,100.34,16.98,14.97,5.34,7.45,0.48,0.48,0.46,0.41,9.24,2.41,0.37
2012-05-11,0.0,174.92,-52.21,101.23,11.25,6.25,5.37,-0.29,0.42,0.45,0.46,0.41,0.0,0.0,-93.18,100.39,6.97,1.66,3.71,-3.54,0.42,0.44,0.46,0.41,0.0,509.18,-5.51,102.27,13.56,11.7,7.31,4.68,0.43,0.46,0.46,0.41,0.09,6.48,0.41
2012-05-12,0.0,181.72,-71.18,102.73,8.59,2.54,1.58,-2.72,0.42,0.44,0.46,0.41,0.0,0.0,-85.52,102.32,4.17,1.22,-0.02,-5.14,0.41,0.43,0.46,0.41,0.0,563.73,-54.36,102.9,12.1,5.53,3.69,1.24,0.42,0.44,0.46,0.41,0.01,5.23,0.32
2012-05-13,0.0,188.55,-74.29,102.05,9.38,3.63,2.86,1.97,0.41,0.43,0.46,0.41,0.0,0.0,-110.79,101.25,2.14,1.29,1.0,-0.14,0.4,0.42,0.46,0.41,0.0,590.08,-49.05,102.78,14.08,5.33,4.58,3.97,0.41,0.43,0.46,0.41,0.0,5.37,0.29
2012-05-14,0.0,70.74,-41.79,100.64,8.35,5.44,3.78,3.2,0.41,0.42,0.45,0.41,0.0,0.0,-84.25,100.27,6.38,2.78,2.99,0.29,0.4,0.42,0.45,0.41,0.0,190.76,-4.98,101.2,10.91,8.05,4.83,4.61,0.42,0.42,0.46,0.41,3.21,2.49,0.32
2012-05-15,0.0,172.07,-63.72,100.57,6.9,3.87,3.34,-3.07,0.44,0.42,0.45,0.41,0.0,0.0,-85.6,100.17,4.02,1.01,1.05,-7.07,0.42,0.42,0.45,0.41,0.0,517.52,-38.97,101.35,10.46,6.64,4.74,0.18,0.47,0.43,0.45,0.42,6.74,3.98,0.32
2012-05-16,0.0,181.79,-70.45,101.55,7.4,2.17,3.03,-1.0,0.44,0.43,0.45,0.42,0.0,0.0,-102.64,101.35,2.52,0.9,0.67,-2.6,0.43,0.43,0.45,0.42,0.0,515.84,-36.74,101.66,11.17,4.72,4.5,1.77,0.45,0.43,0.45,0.42,0.26,4.64,0.28
2012-05-17,0.0,168.95,-50.02,100.83,9.4,4.5,-1.58,1.93,0.42,0.43,0.45,0.42,0.0,0.0,-75.74,100.13,5.13,3.37,-3.85,-1.51,0.41,0.42,0.45,0.42,0.0,514.55,-20.85,101.45,13.14,6.5,0.64,4.28,0.43,0.43,0.45,0.42,0.03,4.58,0.28
2012-05-18,0.0,132.87,-43.31,99.63,11.51,7.97,-2.78,-0.31,0.41,0.42,0.45,0.42,0.0,0.0,-73.01,99.48,6.92,4.75,-5.0,-2.45,0.41,0.42,0.45,0.42,0.0,419.3,-11.25,100.01,14.69,10.2,-0.11,3.07,0.41,0.42,0.45,0.42,0.83,3.61,0.27
2012-05-19,0.0,130.55,-28.0,100.08,11.79,9.08,0.77,-0.72,0.41,0.42,0.45,0.42,0.0,0.0,-54.53,99.73,8.34,5.45,-1.65,-4.56,0.41,0.41,0.44,0.42,0.0,400.23,-4.21,100.39,14.63,10.44,3.38,3.11,0.41,0.42,0.45,0.42,0.97,3.5,0.26
2012-05-20,0.0,121.75,-24.8,100.2,9.98,6.79,-0.75,-4.42,0.41,0.41,0.44,0.42,0.0,0.0,-45.87,100.08,7.42,5.28,-1.3,-5.09,0.41,0.41,0.44,0.42,0.0,398.14,-8.7,100.34,13.64,8.29,-0.19,-3.17,0.42,0.41,0.44,0.42,1.28,3.97,0.26
2012-05-21,0.0,140.64,-26.41,100.04,11.58,9.05,0.84,-5.54,0.4,0.41,0.44,0.42,0.0,0.0,-60.14,99.96,8.34,6.55,0.09,-6.69,0.4,0.41,0.44,0.42,0.0,449.08,-4.73,100.19,15.96,11.44,1.8,-4.35,0.41,0.41,0.44,0.42,0.01,4.35,0.27
2012-05-22,0.0,211.94,-56.73,100.59,14.72,11.76,1.25,-4.91,0.39,0.4,0.44,0.42,0.0,0.0,-82.5,100.21,8.86,8.16,-0.26,-6.37,0.39,0.4,0.44,0.42,0.0,600.87,-22.61,101.1,20.71,15.42,2.35,-3.23,0.4,0.41,0.44,0.42,0.0,5.68,0.24
2012-05-23,0.0,171.84,-41.44,101.39,16.08,13.9,0.43,-2.86,0.38,0.4,0.44,0.42,0.0,0.0,-60.17,101.1,9.97,9.6,-0.72,-3.78,0.38,0.4,0.44,0.42,0.0,466.11,-9.97,101.66,21.83,17.26,1.32,-1.91,0.39,0.4,0.44,0.42,0.01,3.9,0.26
2012-05-24,0.0,222.51,-59.97,101.73,17.41,14.83,-1.18,-1.99,0.37,0.39,0.44,0.42,0.0,0.0,-86.41,101.66,10.89,10.74,-2.76,-2.38,0.37,0.39,0.43,0.42,0.0,614.53,-16.43,101.83,23.83,18.18,0.37,-1.34,0.38,0.4,0.44,0.42,0.03,4.97,0.26
2012-05-25,0.0,259.07,-88.84,101.59,16.82,11.1,-4.66,-1.4,0.36,0.38,0.43,0.42,0.0,0.0,-119.55,101.43,12.74,8.54,-6.24,-2.33,0.35,0.38,0.43,0.42,0.0,681.93,-55.62,101.72,20.47,13.12,-1.82,-0.47,0.37,0.39,0.43,0.42,0.0,8.29,0.25
2012-05-26,0.0,258.47,-93.65,101.27,16.97,11.07,-4.43,-1.26,0.34,0.38,0.43,0.42,0.0,0.0,-115.59,101.11,12.13,8.62,-5.83,-1.88,0.34,0.37,0.43,0.42,0.0,675.33,-73.46,101.51,21.67,13.87,-3.31,-0.21,0.35,0.38,0.43,0.42,0.0,8.05,0.22
2012-05-27,0.0,257.78,-91.25,101.05,17.52,11.39,-3.52,-0.17,0.33,0.37,0.43,0.42,0.0,0.0,-114.12,100.96,12.2,8.9,-4.6,-0.92,0.32,0.36,0.42,0.42,0.0,673.78,-70.07,101.14,22.78,13.38,-2.4,0.79,0.34,0.37,0.43,0.42,0.0,7.45,0.21
2012-05-28,0.0,233.2,-78.84,100.9,17.41,11.97,0.69,-0.27,0.32,0.36,0.42,0.42,0.0,0.0,-117.93,100.8,8.92,7.65,-2.06,-1.75,0.32,0.36,0.42,0.42,0.0,670.43,-55.42,101.0,23.25,15.45,3.29,0.73,0.33,0.36,0.42,0.42,0.54,5.42,0.22
2012-05-29,0.0,163.46,-49.33,100.85,15.77,12.15,0.14,-1.38,0.32,0.36,0.42,0.42,0.0,0.0,-67.41,100.79,12.84,11.4,-2.11,-3.93,0.32,0.35,0.42,0.42,0.0,459.99,-32.31,100.94,18.7,13.06,3.38,2.82,0.32,0.36,0.42,0.42,0.11,4.47,0.23
2012-05-30,0.0,213.76,-61.23,100.88,16.92,13.2,1.56,1.28,0.33,0.35,0.42,0.42,0.0,0.0,-97.42,100.81,11.97,11.23,-0.58,-0.35,0.31,0.35,0.42,0.42,0.0,603.72,-33.13,100.95,21.85,15.48,3.34,2.83,0.37,0.35,0.42,0.42,5.79,5.34,0.26
2012-05-31,0.0,74.2,-28.4,100.91,14.61,11.94,3.99,-0.38,0.37,0.35,0.42,0.42,0.0,0.0,-48.17,100.85,13.01,11.47,2.0,-1.79,0.37,0.35,0.41,0.42,0.0,240.85,-14.84,100.99,15.99,13.1,5.64,1.13,0.37,0.35,0.42,0.42,0.58,2.83,0.23
2012-06-01,0.0,102.28,-26.55,101.01,14.63,11.43,0.34,-1.22,0.37,0.35,0.41,0.42,0.0,0.0,-43.41,100.94,11.58,9.3,-3.63,-2.38,0.36,0.35,0.41,0.42,0.0,305.21,-8.45,101.08,17.26,12.32,2.86,0.71,0.37,0.35,0.41,0.42,0.7,3.2,0.21
2012-06-02,0.0,62.89,-12.25,100.65,11.24,7.58,-4.13,1.24,0.38,0.35,0.41,0.42,0.0,0.0,-36.58,100.19,9.78,5.16,-5.26,0.17,0.37,0.35,0.41,0.42,0.0,196.96,-2.62,100.97,12.79,8.99,-3.18,3.1,0.41,0.35,0.41,0.42,5.52,3.47,0.21
2012-06-03,0.0,30.46,-7.6,99.94,9.93,8.21,-5.06,-0.55,0.45,0.38,0.41,0.42,0.0,0.0,-11.67,99.71,8.58,7.26,-6.08,-2.12,0.42,0.35,0.41,0.42,0.0,91.02,-0.37,100.12,10.81,8.73,-4.27,0.34,0.47,0.39,0.41,0.42,12.28,1.85,0.29
2012-06-04,0.0,156.1,-46.27,100.56,9.48,5.34,-1.61,-3.77,0.45,0.41,0.41,0.42,0.0,0.0,-88.04,100.03,6.24,4.18,-4.7,-5.35,0.43,0.39,0.41,0.42,0.0,478.14,-5.75,101.08,12.5,7.06,0.07,0.68,0.47,0.41,0.41,0.42,5.89,4.74,0.34
2012-06-05,0.0,110.23,-32.14,100.52,10.61,7.11,-1.1,3.95,0.43,0.41,0.41,0.42,0.0,0.0,-57.25,99.62,5.6,3.76,-2.54,1.3,0.42,0.41,0.41,0.42,0.0,362.89,-3.42,101.01,13.65,10.44,-0.08,5.78,0.43,0.41,0.41,0.42,1.83,3.55,0.29
2012-06-06,0.0,177.0,-41.87,99.29,14.09,11.61,2.48,3.79,0.44,0.41,0.41,0.42,0.0,0.0,-75.01,99.18,11.88,10.78,-1.66,2.08,0.42,0.41,0.41,0.42,0.0,538.17,0.02,99.51,17.55,12.88,4.32,5.83,0.46,0.42,0.41,0.42,5.17,4.53,0.25
2012-06-07,0.0,97.77,-35.94,98.9,13.74,11.3,-0.49,4.96,0.45,0.42,0.41,0.42,0.0,0.0,-78.56,98.48,10.84,9.11,-4.04,2.86,0.44,0.42,0.41,0.42,0.0,499.18,-6.88,99.35,17.63,13.58,2.87,7.61,0.48,0.44,0.41,0.42,7.58,3.3,0.29
2012-06-08,0.0,109.85,-30.91,98.8,12.7,8.81,5.35,7.27,0.46,0.44,0.41,0.42,0.0,0.0,-48.38,98.36,10.69,5.31,1.13,4.33,0.45,0.44,0.41,0.42,0.0,425.5,-13.01,99.49,15.19,11.15,8.54,9.78,0.46,0.44,0.41,0.42,4.53,6.2,0.33
2012-06-09,0.0,107.39,-34.77,99.95,11.98,6.63,5.98,1.85,0.44,0.44,0.41,0.42,0.0,0.0,-71.67,99.5,9.52,5.0,2.29,0.14,0.43,0.44,0.41,0.42,0.0,270.14,-19.31,100.28,14.15,8.17,8.69,4.14,0.45,0.44,0.41,0.42,0.1,6.12,0.3
2012-06-10,0.0,169.2,-55.86,99.97,12.36,8.29,-0.56,0.94,0.43,0.43,0.41,0.42,0.0,0.0,-97.31,99.64,6.34,5.68,-2.84,-1.0,0.42,0.43,0.41,0.42,0.0,515.66,-16.75,100.27,15.79,10.25,2.38,2.11,0.44,0.43,0.41,0.42,2.23,3.8,0.25
2012-06-11,0.0,29.87,-8.59,99.43,10.87,9.73,-2.14,-4.4,0.46,0.46,0.42,0.42,0.0,0.0,-19.01,99.35,10.18,8.85,-3.45,-5.86,0.43,0.43,0.41,0.42,0.0,123.13,-3.63,99.58,11.52,10.77,-0.62,-1.49,0.48,0.47,0.42,0.42,22.39,1.42,0.99
2012-06-12,0.0,106.93,-27.05,100.03,10.97,7.6,-1.1,-4.45,0.46,0.46,0.43,0.42,0.0,0.0,-70.45,99.57,7.5,6.12,-2.32,-5.82,0.45,0.46,0.42,0.42,0.0,327.09,-5.29,100.53,13.3,8.96,0.41,-1.48,0.47,0.46,0.43,0.42,3.59,3.9,1.1
2012-06-13,0.0,206.38,-68.42,100.75,11.04,6.51,-0.58,0.1,0.44,0.45,0.43,0.42,0.0,0.0,-94.53,100.55,5.41,4.76,-2.05,-1.52,0.44,0.45,0.43,0.42,0.0,546.14,-44.52,100.97,14.92,7.75,0.76,2.41,0.45,0.46,0.43,0.42,0.93,4.41,0.53
2012-06-14,0.0,238.75,-71.01,100.78,12.2,7.6,-4.51,2.26,0.43,0.44,0.43,0.42,0.0,0.0,-102.37,100.31,7.29,5.85,-6.6,1.09,0.42,0.44,0.43,0.42,0.0,636.93,-14.21,100.98,15.61,9.52,-1.21,3.24,0.46,0.45,0.43,0.42,3.44,6.94,0.33
2012-06-15,0.0,221.04,-58.38,99.89,14.46,10.76,0.97,5.34,0.45,0.46,0.43,0.42,0.0,0.0,-91.77,99.76,11.68,9.1,-6.65,2.44,0.44,0.44,0.43,0.42,0.0,621.04,-6.96,100.21,17.66,12.79,3.99,7.76,0.49,0.47,0.43,0.42,8.23,6.81,0.4
2012-06-16,0.0,184.17,-60.4,99.87,13.8,9.47,4.06,6.7,0.44,0.45,0.43,0.42,0.0,0.0,-78.0,99.81,11.23,8.77,1.5,4.79,0.43,0.44,0.43,0.42,0.0,491.58,-38.32,100.12,16.15,10.37,5.82,8.61,0.44,0.45,0.43,0.42,0.71,7.4,0.35
2012-06-17,0.0,176.96,-52.73,100.69,14.25,8.88,3.91,2.79,0.42,0.44,0.43,0.42,0.0,0.0,-81.51,100.19,10.84,7.7,0.96,0.2,0.42,0.43,0.43,0.42,0.0,443.14,-28.87,100.86,17.17,10.12,6.4,4.29,0.43,0.44,0.43,0.42,0.74,6.44,0.28
2012-06-18,0.0,192.77,-51.29,100.78,13.93,10.33,1.75,-0.01,0.44,0.43,0.43,0.42,0.0,0.0,-86.76,100.56,11.4,8.96,0.15,-1.81,0.42,0.43,0.43,0.42,0.0,574.07,-15.68,101.06,16.71,12.14,2.94,2.86,0.45,0.43,0.43,0.42,3.63,4.56,0.27
2012-06-19,0.0,186.82,-62.38,101.01,13.93,8.75,1.26,1.39,0.42,0.43,0.42,0.42,0.0,0.0,-77.38,100.92,8.64,7.02,-1.64,-0.64,0.42,0.42,0.42,0.42,0.0,533.61,-28.51,101.1,17.87,11.58,2.97,2.41,0.43,0.43,0.43,0.42,0.0,4.91,0.24
2012-06-20,0.0,218.2,-76.46,100.82,14.64,9.5,-2.46,0.43,0.41,0.42,0.42,0.42,0.0,0.0,-101.66,100.49,8.62,7.11,-3.94,-0.47,0.4,0.41,0.42,0.42,0.0,541.51,-42.43,100.96,18.84,11.58,-0.7,1.29,0.42,0.42,0.42,0.42,0.15,5.59,0.24
2012-06-21,0.0,104.62,-31.86,99.68,15.13,12.52,-1.33,3.05,0.44,0.43,0.42,0.42,0.0,0.0,-73.3,99.32,11.0,7.41,-5.35,-0.83,0.4,0.41,0.42,0.42,0.0,451.06,0.11,100.41,20.32,16.37,5.94,5.73,0.48,0.44,0.42,0.42,11.85,3.35,0.28
2012-06-22,0.0,119.61,-40.26,100.02,13.39,9.83,5.08,5.03,0.45,0.44,0.42,0.42,0.0,0.0,-73.1,99.66,10.98,8.23,2.62,3.05,0.45,0.44,0.42,0.42,0.0,369.75,-14.37,100.64,15.95,11.43,7.25,7.2,0.47,0.45,0.42,0.42,5.1,5.2,0.24
2012-06-23,0.0,145.13,-50.12,100.92,13.66,9.0,4.89,3.47,0.44,0.44,0.42,0.42,0.0,0.0,-78.81,100.66,10.64,7.93,1.8,3.01,0.44,0.44,0.42,0.42,0.0,511.82,-22.23,101.03,16.97,10.42,7.47,4.22,0.45,0.45,0.42,0.42,1.95,6.11,0.22
2012-06-24,0.0,164.58,-41.39,100.24,14.35,11.11,4.09,1.61,0.46,0.46,0.42,0.42,0.0,0.0,-82.79,99.84,11.22,9.24,-0.26,-1.68,0.45,0.44,0.42,0.42,0.0,498.29,-1.54,100.77,17.77,13.12,7.09,6.8,0.48,0.47,0.43,0.42,11.4,5.22,0.34
2012-06-25,0.0,153.04,-50.76,100.84,14.54,10.15,2.36,-1.09,0.45,0.45,0.43,0.42,0.0,0.0,-71.34,100.57,10.35,8.8,-2.26,-2.74,0.44,0.45,0.43,0.42,0.0,408.28,-32.6,101.06,17.46,12.3,4.61,0.79,0.46,0.46,0.43,0.42,0.22,4.66,0.29
2012-06-26,0.0,192.3,-48.66,101.07,16.79,13.23,0.83,2.27,0.43,0.44,0.43,0.42,0.0,0.0,-87.25,101.0,10.76,10.56,-1.93,0.77,0.42,0.44,0.43,0.42,0.0,594.73,-8.02,101.16,21.27,16.0,3.15,3.73,0.44,0.45,0.43,0.42,0.96,4.99,0.25
2012-06-27,0.0,114.86,-21.14,100.79,18.63,16.1,3.04,1.61,0.43,0.44,0.43,0.42,0.0,0.0,-49.07,100.43,16.36,15.37,-0.56,-0.2,0.42,0.43,0.43,0.42,0.0,364.59,-1.86,101.0,21.53,17.25,5.01,2.05,0.43,0.44,0.43,0.42,0.24,3.69,0.23
2012-06-28,0.0,172.69,-43.6,99.65,19.84,16.87,-0.47,3.68,0.44,0.43,0.43,0.42,0.0,0.0,-96.23,99.19,15.06,11.85,-4.05,1.16,0.42,0.43,0.43,0.42,0.0,514.73,-11.66,100.36,24.88,19.92,3.73,5.9,0.45,0.43,0.43,0.42,5.02,5.38,0.22
2012-06-29,0.0,190.76,-60.45,99.52,16.13,11.83,3.39,6.18,0.43,0.43,0.42,0.42,0.0,0.0,-88.69,99.41,12.07,9.44,1.4,4.11,0.42,0.43,0.42,0.42,0.0,558.93,-12.03,99.72,19.38,14.02,5.04,8.41,0.44,0.43,0.43,0.42,0.75,7.5,0.21
2012-06-30,0.0,209.53,-57.79,99.86,16.18,11.16,3.37,5.0,0.42,0.42,0.42,0.42,0.0,0.0,-95.26,99.73,12.76,9.47,1.57,3.53,0.41,0.42,0.42,0.42,0.0,612.65,-17.86,100.08,19.12,13.18,4.95,6.28,0.42,0.43,0.42,0.42,0.48,7.95,0.19
2012-07-01,0.0,212.54,-74.89,100.43,13.66,8.75,4.2,3.14,0.41,0.42,0.42,0.42,0.0,0.0,-83.69,100.11,10.26,6.88,1.77,1.7,0.4,0.41,0.42,0.42,0.0,526.67,-60.64,100.82,16.59,11.08,6.68,4.2,0.41,0.42,0.42,0.42,1.84,6.95,0.19
2012-07-02,0.0,81.33,-28.69,100.61,14.58,11.68,0.92,4.98,0.42,0.41,0.42,0.42,0.0,0.0,-69.17,100.52,11.73,9.4,-0.61,3.55,0.41,0.41,0.42,0.42,0.0,263.49,-6.3,100.76,16.76,13.91,1.88,6.4,0.43,0.41,0.42,0.42,3.62,3.36,0.2
2012-07-03,0.0,129.43,-22.24,100.45,16.66,14.39,0.94,4.45,0.45,0.42,0.42,0.42,0.0,0.0,-65.86,100.33,14.53,13.57,-1.08,3.68,0.44,0.41,0.42,0.42,0.0,464.39,-2.24,100.54,20.1,15.33,2.24,5.76,0.46,0.42,0.42,0.42,5.67,4.02,0.21
2012-07-04,0.0,164.56,-33.42,100.08,17.86,15.09,-0.27,3.9,0.44,0.43,0.42,0.42,0.0,0.0,-66.86,99.93,15.48,14.22,-1.66,1.97,0.44,0.42,0.42,0.42,0.0,477.22,-7.43,100.29,20.72,16.09,0.78,4.94,0.45,0.43,0.42,0.42,4.63,4.7,0.24
2012-07-05,0.0,190.87,-47.53,100.05,17.96,14.55,-0.36,1.48,0.45,0.43,0.42,0.42,0.0,0.0,-92.45,100.0,14.36,11.93,-1.14,-0.44,0.44,0.43,0.42,0.42,0.0,552.67,-5.06,100.13,22.11,16.72,1.13,2.89,0.47,0.43,0.42,0.42,3.43,4.76,0.21
2012-07-06,0.0,150.55,-44.89,99.83,15.8,12.66,0.93,2.64,0.44,0.46,0.42,0.42,0.0,0.0,-88.96,99.7,12.99,11.89,-1.08,0.32,0.43,0.43,0.42,0.42,0.0,521.33,-12.85,100.03,19.62,13.63,2.96,4.37,0.49,0.48,0.43,0.42,16.14,4.37,0.4
2012-07-07,0.0,170.07,-50.74,99.88,14.96,12.72,-1.7,2.41,0.44,0.45,0.43,0.42,0.0,0.0,-70.72,99.69,11.35,11.16,-2.59,-0.02,0.43,0.45,0.43,0.42,0.0,536.76,-18.04,99.97,18.27,14.48,-0.5,4.66,0.47,0.45,0.43,0.42,6.52,4.03,0.33
2012-07-08,0.0,82.9,-28.54,99.66,14.93,13.55,0.13,-1.51,0.47,0.47,0.44,0.42,0.0,0.0,-69.27,99.39,13.27,12.46,-2.25,-4.12,0.44,0.45,0.43,0.42,0.0,280.07,-4.08,99.99,17.0,14.23,2.39,1.55,0.49,0.49,0.45,0.42,22.74,1.92,0.74
2012-07-09,0.0,134.96,-36.11,100.14,15.85,12.04,3.14,0.84,0.45,0.46,0.45,0.42,0.0,0.0,-55.8,99.98,13.02,11.21,1.77,0.06,0.45,0.46,0.45,0.42,0.0,356.91,-16.11,100.28,18.63,12.59,4.67,1.56,0.46,0.47,0.45,0.42,1.16,4.33,0.63
2012-07-10,0.0,139.8,-37.72,100.11,14.62,12.0,2.66,1.24,0.46,0.46,0.45,0.42,0.0,0.0,-69.78,99.98,12.67,11.05,1.71,-1.27,0.45,0.45,0.45,0.42,0.0,477.22,-19.02,100.24,17.45,12.67,3.86,2.43,0.48,0.46,0.45,0.42,5.58,3.66,0.41
2012-07-11,0.0,187.16,-55.44,100.11,13.56,10.57,3.81,0.68,0.46,0.46,0.45,0.42,0.0,0.0,-95.05,100.05,10.39,9.0,2.57,-0.7,0.43,0.46,0.45,0.42,0.0,530.53,-23.32,100.23,17.53,12.63,5.48,1.75,0.49,0.47,0.45,0.42,8.68,4.9,0.66
2012-07-12,0.0,166.59,-47.66,100.24,13.18,8.82,2.66,1.66,0.46,0.46,0.45,0.42,0.0,0.0,-73.68,99.66,9.08,6.37,-0.79,-0.73,0.44,0.46,0.45,0.42,0.0,457.11,-3.11,100.48,17.24,12.37,4.48,4.17,0.49,0.47,0.46,0.42,6.15,5.32,0.56
2012-07-13,0.0,135.95,-29.09,99.25,15.3,12.04,2.96,1.83,0.45,0.47,0.46,0.42,0.0,0.0,-71.53,99.09,12.82,10.06,0.89,0.8,0.43,0.46,0.45,0.42,0.0,403.37,0.46,99.56,18.34,13.27,4.77,3.07,0.47,0.48,0.46,0.42,8.95,4.24,1.2
2012-07-14,0.0,67.61,-21.82,99.57,13.44,11.73,0.83,-1.32,0.48,0.47,0.46,0.42,0.0,0.0,-70.83,99.06,11.74,10.42,-0.32,-3.67,0.47,0.46,0.46,0.42,0.0,239.86,-3.04,100.12,14.78,12.6,1.8,0.79,0.49,0.47,0.46,0.42,8.47,1.81,1.32
2012-07-15,0.0,176.29,-59.55,100.57,13.71,8.06,3.66,-0.54,0.46,0.47,0.46,0.42,0.0,0.0,-78.68,100.15,10.04,6.6,2.16,-1.68,0.45,0.46,0.46,0.42,0.0,442.38,-27.41,101.07,17.01,10.34,5.09,1.72,0.47,0.47,0.46,0.42,0.48,5.9,1.11
2012-07-16,0.0,57.97,-22.89,100.95,14.32,11.94,4.41,2.9,0.46,0.46,0.46,0.42,0.0,0.0,-69.91,100.67,11.29,7.91,2.7,0.36,0.45,0.46,0.46,0.42,0.0,211.99,-5.7,101.1,17.17,14.16,6.49,5.3,0.48,0.47,0.46,0.42,6.0,2.55,0.62
2012-07-17,0.0,122.03,-29.54,101.21,17.63,13.44,5.08,0.4,0.45,0.46,0.46,0.42,0.0,0.0,-54.84,101.0,14.33,11.89,3.76,-0.97,0.45,0.46,0.46,0.42,0.0,337.22,-7.33,101.36,20.64,15.78,6.02,2.11,0.46,0.47,0.46,0.42,0.78,5.2,0.49
2012-07-18,0.0,72.94,-22.95,100.3,15.97,13.46,4.6,3.15,0.45,0.46,0.46,0.42,0.0,0.0,-50.36,99.79,14.5,12.72,3.61,1.14,0.45,0.45,0.46,0.42,0.0,196.5,-2.66,101.0,17.61,14.49,6.27,4.64,0.49,0.48,0.46,0.43,7.54,3.24,0.52
2012-07-19,0.0,167.38,-53.27,100.1,14.73,10.7,3.71,-0.97,0.45,0.46,0.46,0.43,0.0,0.0,-76.24,99.77,12.18,9.55,-0.67,-2.6,0.45,0.46,0.46,0.43,0.0,469.56,-23.24,100.46,17.46,12.36,7.24,1.01,0.45,0.47,0.46,0.43,1.21,5.43,0.48
2012-07-20,0.0,115.94,-36.38,100.74,13.18,10.98,-0.78,-0.95,0.45,0.46,0.46,0.43,0.0,0.0,-61.52,100.43,11.27,10.18,-2.45,-2.76,0.44,0.46,0.46,0.43,0.0,362.75,-20.04,101.16,15.64,11.81,1.36,0.86,0.49,0.48,0.46,0.43,9.44,2.62,0.5
2012-07-21,0.0,169.44,-48.6,101.5,14.42,9.51,-0.64,-0.97,0.44,0.46,0.46,0.43,0.0,0.0,-83.19,101.19,11.14,8.15,-1.85,-2.46,0.44,0.45,0.46,0.43,0.0,549.27,-8.47,101.8,17.77,10.52,0.38,2.71,0.45,0.47,0.46,0.43,0.23,4.37,0.56
2012-07-22,0.0,224.38,-71.38,101.73,16.38,10.49,1.43,3.49,0.43,0.45,0.46,0.43,0.0,0.0,-101.32,101.59,11.36,9.63,-0.56,2.13,0.42,0.44,0.46,0.43,0.0,622.51,-39.86,101.84,20.83,11.59,2.63,4.63,0.44,0.45,0.46,0.43,0.0,7.13,0.42
2012-07-23,0.0,256.91,-84.79,101.37,18.18,11.19,1.84,3.33,0.41,0.43,0.46,0.43,0.0,0.0,-107.24,101.12,11.64,8.31,0.79,2.36,0.4,0.43,0.46,0.43,0.0,682.52,-63.56,101.6,24.02,13.36,2.79,4.56,0.42,0.44,0.46,0.43,0.0,8.34,0.39
2012-07-24,0.0,257.16,-89.83,100.97,19.31,12.8,-0.17,1.48,0.4,0.42,0.46,0.43,0.0,0.0,-121.05,100.76,11.77,10.55,-1.76,0.47,0.39,0.42,0.45,0.43,0.0,685.26,-55.09,101.22,25.15,15.31,1.52,2.27,0.41,0.43,0.46,0.43,0.0,6.45,0.38
2012-07-25,0.0,243.11,-81.16,100.84,19.93,13.99,-0.8,-0.5,0.39,0.41,0.45,0.43,0.0,0.0,-113.89,100.7,13.16,11.62,-2.68,-2.07,0.38,0.41,0.45,0.43,0.0,674.34,-52.39,101.1,26.15,15.61,0.94,2.28,0.39,0.42,0.45,0.43,0.0,6.29,0.36
2012-07-26,0.0,250.15,-82.28,100.98,18.24,13.93,-2.09,-0.23,0.37,0.4,0.45,0.43,0.0,0.0,-109.44,100.77,12.75,11.78,-2.84,-2.02,0.37,0.4,0.45,0.43,0.0,673.6,-30.65,101.12,23.6,15.63,-0.71,1.52,0.38,0.41,0.45,0.43,0.0,6.47,0.34
